"","ui","rootSource","uri","name"
"1091","C3699105","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3699105","I felt irritable because of poor sleep in past 7D:Find:7D:^Patient:Ord:PROMIS"
"1092","C2598245","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2598245","Pain has made it hard to sleep during last 2D:Find:2D:^Patient:Ord:CARE"
"1093","C1551282","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1551282","Sleep Disorder Diagnostic Clinic/Center"
"1094","C4526629","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4526629","How Much Bothered by Not Being Able to Sleep"
"1095","C1820987","NOC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1820987","Infant sleep-wake patterns"
"1096","C1821613","NOC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1821613","Maintains sleep-wake pattern"
"1097","C0517754","NOC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0517754","Normal sleep-wake patterns"
"1098","C0237357","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0237357","Sleep and rest patterns - other"
"1099","C2874967","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2874967","Other sleep disorders not due to a substance or known physiological condition"
"1100","C0865374","MTHICD9","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0865374","Nightmares, REM-sleep type"
"1101","C0200138","SNMI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0200138","Polysomnograph recording, analysis and interpretation of the multiple simultaneous physiologic measurements of sleep"
"1102","C3825669","LCH_NW","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3825669","Sleep disorders in children"
"1103","C3824746","LCH_NW","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3824746","Sleep disorders in adolescence"
"1104","C3260596","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3260596","Neuro-Qol item bank - sleep disturbance - version 1.0:-:Point in time:^Patient:-:NeuroQol"
"1105","C0307632","SNMI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0307632","Sleep-ettes-D Tablets"
"1106","C1243202","SNMI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1243202","Sleep-eze 3 Tablets"
"1107","C0308003","SNMI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0308003","Unisom Nighttime Sleep Aid"
"1108","C3692152","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3692152","diphenhydramine hydrochloride 25 MG Oral Capsule [Z-Sleep]"
"1109","C0876592","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0876592","diphenhydramine hydrochloride 25 MG Oral Tablet [Simply Sleep]"
"1110","C0710316","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0710316","diphenhydramine hydrochloride 50 MG Oral Capsule [Unisom Sleep]"
"1111","C0508416","NIC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0508416","Alternate periods of weaning trials with sufficient periods of rest and sleep"
"1112","C0512358","NIC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0512358","Instruct patient to avoid bedtime foods and beverages that interfere with sleep"
"1113","C0514815","NIC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0514815","Provide for naps during the day, if indicated, to meet sleep requirements"
"1114","C3699098","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3699098","My daytime activities are disturbed by poor sleep in past 7D:Find:7D:^Patient:Ord:PROMIS"
"1115","C3175919","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3175919","If your normal work or school and sleep schedule is other, describe:Find:Pt:^Patient:Nom:PhenX"
"1116","C5143968","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5143968","My child needed to sleep during the day in past 7D:Find:7D:^Patient:Ord:PROMIS.PARENTPROXY"
"1117","C4744455","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4744455","Sleep Disturbance Scale for Children"
"1118","C4330427","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4330427","IDS-C - Sleep Onset Insomnia"
"1119","C3639320","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3639320","BPI - Pain Interfered with Sleep"
"1120","C4331170","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4331170","QIDS-C - Sleep Onset Insomnia"
"1121","C4744001","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4744001","CDRS-R - Sleep Disturbance Comment"
"1122","C5444394","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5444394","Used medication for anxiety or sleep not as prescribed or not prescribed for you in past 3Mo"
"1123","C2063845","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2063845","mixed type sleep disorder due to known Axis III factor"
"1124","C2111851","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2111851","polysomnography, four or more additional sleep parameters, optimum pressure H2O"
"1125","C4018831","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4018831","PROMIS short form - sleep disturbance 6a - version 1.0:-:1W:^Patient:-:PROMIS"
"1126","C4050403","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4050403","Ability to Sleep After Treatment question"
"1127","C4237288","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237288","Other (or unknown) substance-induced sleep disorder, without use disorder"
"1128","C2135953","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2135953","taking naps"
"1129","C5144008","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5144008","When I was in pain I went to sleep in past 7D:Find:7D:^Patient:Ord:PROMIS"
"1130","C4511503","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4511503","Recurrent isolated sleep-related hallucinations"
"1131","C1827672","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1827672","Insufficient rest/sleep for age"
"1132","C1319848","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1319848","Nocturnal sleep-related eating disorder"
"1133","C2317184","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2317184","Sleep related rhythmic movement disorder"
"1134","C1828025","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1828025","Sleep pattern disrupts family lifestyle"
"1135","C4545801","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4545801","Pittsburgh Sleep Quality Index score"
"1136","C5396227","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5396227","Assessment using Sleep Inertia Questionnaire"
"1137","C4237411","DSM-5","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237411","Sedative-, hypnotic-, or anxiolytic-induced sleep disorder, With mild use disorder"
"1138","C3175083","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3175083","I get scared when I sleep away from home"
"1139","C5444395","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5444395","Used medication for anxiety or sleep not as prescribed or not prescribed for you in past 3Mo:Find:3Mo:^Patient:Ord"
"1140","C4067658","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4067658","Interrogation device evaluation implanted neurostimulator pulse generator system for central sleep apnea"
"1141","C0740870","CCPSS","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0740870","ALCOHOL USE FOR SLEEP"
"1142","C0748843","CCPSS","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0748843","SLEEP DISORDER DAYTIME SOMNOLENCE"
"1143","C0748846","CCPSS","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0748846","SLEEP DISORDER INSOMNIA PERSISTENT"
"1144","C2111850","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2111850","polysomnography, four or more additional sleep parameters, with failure to control apnea"
"1145","C3834239","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3834239","PROMIS short form - sleep disturbance - 4a - version 1.0:-:Pt:^Patient:-:PROMIS"
"1146","C3669297","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3669297","PROMIS short form - sleep impairment - 8a - version 1.0:-:Pt:^Patient:-:PROMIS"
"1147","C3669296","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3669296","PROMIS short form - sleep disturbance - 8b - version 1.0:-:Pt:^Patient:-:PROMIS"
"1148","C3174079","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3174079","Has anyone noticed that you quit breathing during your sleep"
"1149","C4264368","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4264368","My sleep is slightly disturbed (less than 1 hr sleepless)."
"1150","C0236906","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0236906","Other Substance-Induced Sleep Disorder"
"1151","C0236907","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0236907","Unknown Substance-Induced Sleep Disorder"
"1152","C3666555","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3666555","diphenhydramine Oral Solution [ZZZ Sleep]"
"1153","C3666556","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3666556","ZZZ Sleep Oral Liquid Product"
"1154","C3819756","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3819756","diphenhydramine Oral Solution [Z-Sleep]"
"1155","C3709989","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3709989","diphenhydramine Oral Capsule [ZZZ Sleep]"
"1156","C1243206","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1243206","diphenhydramine Oral Tablet [Simply Sleep]"
"1157","C2980672","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2980672","diphenhydramine Oral Capsule [Unisom Sleep]"
"1158","C3709735","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3709735","Unisom Sleep Oral Liquid Product"
"1159","C3709996","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3709996","diphenhydramine Oral Capsule [Z-Sleep]"
"1160","C3709734","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3709734","diphenhydramine Oral Solution [Unisom Sleep]"
"1161","C3819945","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3819945","Z-Sleep Oral Liquid Product"
"1162","C3466544","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3466544","Unisom Sleep Disintegrating Oral Product"
"1163","C3528834","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3528834","Wal-Sleep Z Oral Product"
"1164","C4745573","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4745573","Wal-Sleep Z Chewable Product"
"1165","C0751948","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751948","Sleep-Related Abnormal Swallowing Syndrome"
"1166","C0752302","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0752302","REM Sleep-Related Sinus Arrest"
"1167","C0057351","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0057351","delta sleep-inducing peptide phosphate"
"1168","C4720958","SNOMEDCT_US","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4720958","Sleep disorder caused by methamphetamine"
"1169","C3174086","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3174086","How often does this nodding off or falling alseep while driving occur:Find:Pt:^Patient:Ord:PhenX"
"1170","C3172992","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3172992","Does your child wake up early in the morning and have difficulty going back to sleep:Find:Pt:^Patient:Ord:PhenX"
"1171","C1550221","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1550221","International Classification of Sleep Disorders - CodeSystem"
"1172","C4272818","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4272818","removal and replacement of pulse generator for implantable neurostimulator for central sleep apnea"
"1173","C2095763","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2095763","polysomnography, 4 or more additional sleep parameters, initiation of CPAP therapy/bilevel ventilation"
"1174","C0548512","PCDS","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0548512","Patient will demonstrate satisfaction or comfort with level of sleep or rest achieved."
"1175","C2724881","VANDF","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2724881","HERBAL SLEEP AID CAP/TAB"
"1176","C4054848","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4054848","Have Legs Twitching or Jerking While Asleep"
"1177","C4034383","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4034383","During the past 24H, how has pain interfered with your sleep"
"1178","C3175942","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3175942","How much sleep do you usually get on a typical night"
"1179","C3175082","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3175082","I get scared when I sleep away from home:Find:Pt:^Patient:Ord:SCARED-R"
"1180","C5559071","MMSL","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5559071","AllerLife Sleep Daily Wellness Support"
"1181","C0270327","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0270327","Bedwetting"
"1182","C3151366","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3151366","Sudden arousal from slow-wave sleep with screaming, autonomic, and behavioral manifestations of intense fear (sleep terrors)"
"1183","C2874854","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2874854","Other psychoactive substance use, unspecified with psychoactive substance-induced sleep disorder"
"1184","C4292061","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4292061","Insertion or replacement of pulse generator of neurostimulator system for treatment of central sleep apnea"
"1185","C4292060","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4292060","Insertion or replacement of stimulation lead of neurostimulator system for treatment of central sleep apnea"
"1186","C4523942","MDR","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4523942","Sleep-wake transition speech loss"
"1187","C3511615","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3511615","Polysomnography; younger than 6 years, sleep staging with 4 or more additional parameters of sleep, attended by a technologist"
"1188","C3702345","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3702345","Sleep study, unattended, simultaneous recording"
"1189","C0751761","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751761","Upper Airway Resistance Sleep Apnea Syndrome"
"1190","C0947785","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0947785","[D]Sleep disturbances (& [hypersomnia] or [insomnia])"
"1191","C3668964","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3668964","PROMIS item bank - sleep related impairment - version 1.0:-:Point in time:^Patient:-:PROMIS"
"1192","C0810843","NIC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0810843","Cluster care to promote longest possible sleep interval and energy conservation"
"1193","C5444985","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5444985","Thinking about your recent sleep pattern: I wake up feeling refreshed"
"1194","C4694106","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4694106","Sleep-related paroxysmal epileptic arousals"
"1195","C5231420","OMIM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5231420","SHORT SLEEP, FAMILIAL NATURAL, 2"
"1196","C2586469","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2586469","diphenhydramine hydrochloride 25 MG Disintegrating Oral Tablet [Unisom Sleep]"
"1197","C3714747","RXNORM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3714747","diphenhydramine hydrochloride 1.67 MG/ML Oral Solution [Z-Sleep]"
"1198","C3827538","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3827538","Vomiting or Dry Heaves Affected Sleep During Past 24 Hours"
"1199","C2013991","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2013991","organic sleep-related leg cramps"
"1200","C3639683","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3639683","PDQUALIF - Trouble with Sleep Maintenance"
"1201","C4237339","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237339","Other specified sleep-wake disorder"
"1202","C3808874","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3808874","ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 2"
"1203","C0751759","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0751759","Non-24 Hour Sleep-Wake Disorder"
"1204","C4712014","NIC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4712014","Establish consistent and predictable routines to promote regular sleep and wake cycles"
"1205","C0519187","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0519187","Sleep study, unattended, simultaneous recording; minimum of heart rate, oxygen saturation, and respiratory analysis (eg, by airflow or peripheral arterial tone)"
"1206","C3476233","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3476233","My skin condition interferes with my ability to sleep in the past 7D"
"1207","C2964006","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2964006","I had trouble getting into a comfortable position to sleep in past 7D"
"1208","C4739995","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4739995","Over the past W, are you able to get a good night's sleep"
"1209","C5444986","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5444986","Thinking about your recent sleep pattern: I wake up feeling refreshed:Find:Pt:^Patient:Ord"
"1210","C2874547","ICD10CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2874547","Sedative, hypnotic or anxiolytic dependence with sedative, hypnotic or anxiolytic-induced sleep disorder"
"1211","C2724357","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2724357","Sleep study, unattended, simultaneous recording of, heart rate, oxygen saturation, respiratory airflow, and respiratory effort (eg, thoracoabdominal movement)"
"1212","C1965770","ALT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1965770","Non-specified HCPCS II sleep service or procedure reference code no charge"
"1213","C2923047","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2923047","unattended sleep study recording heart rate, O2 saturation, and respiratory analysis"
"1214","C3509729","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3509729","polysomnography, 4 or more additional sleep parameters, younger than 6 years"
"1215","C1452655","MSH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1452655","Dsip1 protein, mouse"
"1216","C0374427","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0374427","Polysomnography; age 6 years or older, sleep staging with 4 or more additional parameters of sleep, attended by a technologist"
"1217","C5444984","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5444984","Thinking about your recent sleep pattern: I wake up at the same time"
"1218","C1387414","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1387414","unhealthy sleep-wake cycle; history"
"1219","C1387419","ICPC2ICD10ENG","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1387419","history; problem sleep-wake cycle"
"1220","C3517191","CPT","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3517191","Sleep study attended by a technician"
"1221","C1818625","GO","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1818625","circadian sleep/wake cycle process"
"1222","C1325878","GO","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1325878","circadian sleep/wake cycle, wakefulness"
"1223","C4237286","DSM-5","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237286","Other (or unknown) substance-induced sleep disorder, With mild use disorder"
"1224","C4236978","DSM-5","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4236978","Amphetamine (or other stimulant)-induced sleep disorder, With mild use disorder"
"1225","C5220482","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5220482","Sleep medicine|ANYTypeOfService|ANYKindOfNote|ANYSetting"
"1226","C1717052","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1717052","Sleep-cycle issues:-:Pt:^Patient:Set"
"1227","C5453612","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5453612","Sleep total score:Score:Pt:^Patient:Qn:R-Outcomes"
"1228","C4036686","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4036686","Sleep disturbances indicator:Find:1W:^Patient:Ord:UPDRS"
"1229","C0943961","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0943961","Sleep and rest pattern.knowledge:Find:Pt:^Patient:Ord:Observed.OMAHA"
"1230","C0943962","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0943962","Sleep and rest pattern.status:Find:Pt:^Patient:Ord:Observed.OMAHA"
"1231","C0943960","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0943960","Sleep and rest pattern.behavior:Find:Pt:^Patient:Ord:Observed.OMAHA"
"1232","C1830966","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1830966","Sleep and rest pattern.behavior:Find:Pt:^Community:Ord:Observed.OMAHA"
"1233","C1830968","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1830968","Sleep and rest pattern.status:Find:Pt:^Community:Ord:Observed.OMAHA"
"1234","C0944098","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0944098","Sleep and rest pattern.behavior:Find:Pt:^Family:Ord:Observed.OMAHA"
"1235","C1830967","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1830967","Sleep and rest pattern.knowledge:Find:Pt:^Community:Ord:Observed.OMAHA"
"1236","C0945620","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0945620","Sleep and rest pattern.knowledge:Find:Pt:^Family:Ord:Observed.OMAHA"
"1237","C0944099","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0944099","Sleep and rest pattern.status:Find:Pt:^Family:Ord:Observed.OMAHA"
"1238","C3481758","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3481758","My skin condition interferes with my ability to sleep in the past 7D:Find:7D:^Patient:Ord:FACIT"
"1239","C3699092","LNC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3699092","I had trouble getting into a comfortable position to sleep in past 7D:Find:7D:^Patient:Ord:PROMIS"
"1240","C5387907","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5387907","dependence on biphasic positive airway pressure ventilation due to central sleep apnea"
"1241","C3509730","MEDCIN","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3509730","polysomnography, 4 or more additional sleep parameters, age 6 years or older"
"1242","C4019056","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4019056","PROMIS short form - sleep impairment 8a - version 1.0 raw score"
"1243","C4019377","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4019377","PROMIS short form - sleep disturbance 4a - version 1.0 raw score"
"1244","C4019395","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4019395","PROMIS short form - sleep disturbance 6a - version 1.0 raw score"
"1245","C4019401","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4019401","PROMIS short form - sleep disturbance 8b - version 1.0 raw score"
"1246","C0512994","NIC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0512994","Monitor bedtime food and beverage intake for items that facilitate or interfere with sleep"
"1247","C1561818","ICD9CM","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C1561818","Sleep related movement disorder, unspecified"
"1248","C5444983","MTH","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5444983","Thinking about your recent sleep pattern: I wake up at the same time:Find:Pt:^Patient:Ord"
"1249","C2944701","ICD10PCS","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2944701","Monitoring of Sleep, External Approach"
"1250","C2944674","ICD10PCS","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C2944674","Measurement of Sleep, External Approach"
"1251","C3830426","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3830426","Distress over Physical Problem with Sleep"
"1252","C4330457","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4330457","IDS-SR - Sleep During the Night"
"1253","C4331189","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4331189","QIDS-SR - Sleep During the Night"
"1254","C3641488","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3641488","OAB-q - Interfered with Getting Sleep"
"1255","C3639662","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3639662","NPI - Sleep Excessively During the Day"
"1256","C5447105","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C5447105","SMDDS Version 1.0 - Sleep Disturbances Subscore"
"1257","C4745289","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4745289","Rapid Eye Movement Sleep Phase Duration"
"1258","C4331186","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4331186","QIDS-SR - Highest Score Sleep Items"
"1259","C3828178","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3828178","SGRQ-C - Coughing Disturbs My Sleep"
"1260","C4331162","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4331162","QIDS-C - Highest Score Sleep Items"
"1261","C4743760","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4743760","Rapid Eye Movement Sleep Phase Latency"
"1262","C3641482","NCI","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C3641482","OAB-q - Awakened You During Sleep"
"1263","C0510040","NIC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0510040","Determine patient's sleep/activity pattern"
"1264","C4062291","NANDA-I","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4062291","Alteration in sleep-wake cycle"
"1265","C4237052","DSM-5","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4237052","Circadian rhythm sleep-wake disorders, Non-24-hour sleep-wake type"
"1266","C0237354","OMS","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C0237354","sleep/rest pattern disrupts family"
"1267","C4715784","NOC","https://uts-ws.nlm.nih.gov/rest/content/2022AA/CUI/C4715784","Disruption of sleep-wake pattern"
